timestamp,location_name,latitude,longitude,traffic_speed_kmph,free_flow_speed_kmph,congestion_level_percent,vehicle_count,weather,air_quality_index,road_type,day_of_week
2025-10-29 08:00:00,Andheri,19.12,72.85,12.26,47.21,74.03,"1,339",clear,170.88,MAIN ROAD,Wednesday
2025-10-28 19:00:00,Bandra,19.06,72.83,17.13,59.98,71.44,507,clear,133.87,RESIDENTIAL,Tuesday
2025-10-24 04:00:00,Malad,19.18,72.84,52.81,59.78,11.66,"2,750",HUMID,80.9,Main Road ,Friday
2025-10-24 15:00:00,Sion,19.04,72.86,45.75,52.83,13.41,912,Humid ,129.92,main road,Friday
2025-10-27 03:00:00,Sion,19.04,72.86,54.92,59.91,8.32,"1,013",CLOUDY,,main road,Monday
2025-10-25 16:00:00,Borivali,19.23,72.86,50.52,61.58,17.96,, Foggy,127.67,highway,Saturday
2025-10-25 20:00:00,Dadar,19.0176,72.8479,21.73,62.71,65.34,682,Clear ,164.33,main road,Saturday
2025-10-28 02:00:00,Navi Mumbai,19.033,73.0297,48.58,53.46,9.12,"2,755", Foggy,124.18, Highway,Tuesday
2025-10-28 16:00:00,Worli,19.007,72.816,45.04,54.72,17.7,"2,647",Foggy ,186.63,residential,Tuesday
2025-10-25 21:00:00,Dadar,19.0176,72.8479,15.13,48.05,68.52,792,humid,120.19,Main Road ,Saturday
2025-10-25 20:00:00,Worli,19.007,72.816,25.02,64.5,61.21,"2,404",CLOUDY,146.75,Highway ,Saturday
2025-10-24 04:00:00,Chembur,19.0625,72.9,35.59,56.56,37.08,"1,346",Foggy ,, Highway,Friday
2025-10-27 22:00:00,Dadar,19.0176,72.8479,32.88,64.47,49.0,"1,978",clear,172.82,residential,Monday
2025-10-30 06:00:00,Sion,19.04,72.86,31.04,56.18,44.75,668,RAINY,137.12,Main Road,Thursday
2025-10-30 04:00:00,Borivali,19.23,72.86,51.76,48.06,-7.71,"1,278",humid,54.34,MAIN ROAD,Thursday
2025-10-26 15:00:00,Worli,19.007,72.816,38.42,59.85,35.81,815,Rainy ,125.63,Main Road,Sunday
2025-10-26 04:00:00,Chembur,19.0625,72.9,40.78,48.03,15.1,,clear,107.12, Residential,Sunday
2025-10-24 23:00:00,Bandra,19.06,72.83,43.28,62.98,31.28,"1,505",Foggy ,180.4,HIGHWAY,Friday
2025-10-29 14:00:00,Andheri,19.12,72.85,36.68,63.98,42.67,,Rainy ,127.7, Main Road,Wednesday
2025-10-27 14:00:00,Worli,19.007,72.816,31.35,63.53,50.65,929, Cloudy,,Main Road,Monday
2025-10-24 14:00:00,Navi Mumbai,19.033,73.0297,35.9,64.84,44.63,666, Rainy,101.68,MAIN ROAD,Friday
2025-10-25 23:00:00,Malad,19.18,72.84,44.62,58.16,23.29,"1,587",CLOUDY,162.61, Residential,Saturday
2025-10-26 12:00:00,Navi Mumbai,19.033,73.0297,40.08,49.65,19.28,"1,289",Foggy,147.26,RESIDENTIAL,Sunday
2025-10-25 11:00:00,Sion,19.04,72.86,34.68,45.63,24.0,"2,885",Cloudy ,117.27,Highway ,Saturday
2025-10-29 23:00:00,Sion,19.04,72.86,43.88,63.4,30.78,"2,203",Cloudy,85.77,Highway,Wednesday
2025-10-26 17:00:00,Powai,19.1187,72.905,12.79,58.43,78.1,"2,756",RAINY,164.47,HIGHWAY,Sunday
2025-10-29 17:00:00,Chembur,19.0625,72.9,27.79,46.05,39.66,,rainy,117.75,highway,Wednesday
2025-10-25 18:00:00,Chembur,19.0625,72.9,13.76,52.18,73.64,603,Clear,170.88,Main Road,Saturday
2025-10-25 04:00:00,Navi Mumbai,19.033,73.0297,44.83,57.5,22.04,"1,085", Clear,88.35,Highway ,Saturday
2025-10-25 09:00:00,Malad,19.18,72.84,17.2,63.73,73.02,675, Foggy,232.52,Main Road ,Saturday
2025-10-25 12:00:00,Dadar,19.0176,72.8479,30.09,61.97,51.45,"2,404",clear,120.94,Highway,Saturday
2025-10-30 19:00:00,Borivali,19.23,72.86,12.48,58.49,78.67,"1,477",foggy,206.75,main road,Thursday
2025-10-28 15:00:00,Bandra,19.06,72.83,36.67,53.78,31.83,679,cloudy,,HIGHWAY,Tuesday
2025-10-26 12:00:00,Dadar,19.0176,72.8479,47.49,62.96,24.57,"1,361",cloudy,145.58,Residential ,Sunday
2025-10-28 12:00:00,Chembur,19.0625,72.9,36.12,52.24,30.85,"1,752",humid,165.29, Highway,Tuesday
2025-10-27 21:00:00,Chembur,19.0625,72.9,24.96,46.28,46.07,"2,912",Clear ,185.21,Main Road,Monday
2025-10-24 19:00:00,Andheri,19.12,72.85,26.24,63.43,58.63,"2,168", Clear,152.83,Highway ,Friday
2025-10-24 11:00:00,Borivali,19.23,72.86,30.83,58.4,47.21,"1,328",Foggy ,128.61,MAIN ROAD,Friday
2025-10-30 01:00:00,Malad,19.18,72.84,51.08,58.63,12.87,"1,567",CLEAR,140.36,Highway ,Thursday
2025-10-27 06:00:00,Worli,19.007,72.816,39.28,49.13,20.04,521,HUMID,82.44, Residential,Monday
2025-10-25 18:00:00,Malad,19.18,72.84,246.28492730776887,50.27,70.1,, Clear,685.0984808732112,highway,Saturday
2025-10-28 05:00:00,Dadar,19.0176,72.8479,33.82,53.12,36.33,"1,664",Foggy,132.24,HIGHWAY,Tuesday
2025-10-29 01:00:00,Borivali,19.23,72.86,30.69,45.66,32.79,"2,417",CLEAR,,Main Road ,Wednesday
2025-10-27 10:00:00,Sion,19.04,72.86,23.38,55.39,57.8,"2,130",Rainy ,117.18,Main Road ,Monday
2025-10-24 20:00:00,Navi Mumbai,19.033,73.0297,15.6,54.17,71.2,"2,719", Clear,180.1, Main Road,Friday
2025-10-29 23:00:00,Powai,19.1187,72.905,42.29,53.47,20.91,"2,697",RAINY,86.66,MAIN ROAD,Wednesday
2025-10-24 17:00:00,Borivali,19.23,72.86,14.74,58.44,74.78,"1,796",rainy,105.21,HIGHWAY,Friday
2025-10-30 19:00:00,Andheri,19.12,72.85,27.43,59.73,54.08,"1,211",CLEAR,185.69, Residential,Thursday
2025-10-27 17:00:00,Malad,19.18,72.84,14.59,58.51,75.07,"1,826", Foggy,157.35, Residential,Monday
2025-10-29 04:00:00,Worli,19.007,72.816,40.57,57.32,29.22,"2,887", Humid,127.5,MAIN ROAD,Wednesday
2025-10-29 10:00:00,Powai,19.1187,72.905,,48.96,61.08,634,FOGGY,174.04, Highway,Wednesday
2025-10-27 06:00:00,Powai,19.1187,72.905,47.79,62.11,23.04,"1,935",Cloudy,142.0,Main Road,Monday
2025-10-30 09:00:00,Malad,19.18,72.84,23.15,59.97,61.4,"1,987",Rainy ,155.31,residential,Thursday
2025-10-25 10:00:00,Andheri,19.12,72.85,15.16,60.53,74.96,"1,946",foggy,195.49, Residential,Saturday
2025-10-24 16:00:00,Sion,19.04,72.86,46.75,61.7,24.24,"1,264", Cloudy,152.85,Residential ,Friday
2025-10-25 05:00:00,Navi Mumbai,19.033,73.0297,41.86,45.73,8.46,"2,420", Cloudy,89.15,highway,Saturday
2025-10-26 16:00:00,Malad,19.18,72.84,35.92,52.17,31.14,"2,736",RAINY,83.99,highway,Sunday
2025-10-25 03:00:00,Dadar,19.0176,72.8479,32.11,63.41,49.36,"1,804",Rainy ,159.49, Main Road,Saturday
2025-10-27 04:00:00,Dadar,19.0176,72.8479,54.55,63.91,14.63,"1,691",CLEAR,82.29,Main Road ,Monday
2025-10-29 09:00:00,Borivali,19.23,72.86,14.28,49.85,71.36,"2,217", Humid,169.82,highway,Wednesday
2025-10-29 05:00:00,Malad,19.18,72.84,52.83,62.14,14.98,"1,056", Rainy,71.46,HIGHWAY,Wednesday
2025-10-28 18:00:00,Sion,19.04,72.86,13.84,62.82,77.96,"2,627",Humid ,165.59,Highway ,Tuesday
2025-10-26 20:00:00,Worli,19.007,72.816,22.16,64.01,65.37,"2,033",CLOUDY,175.03,highway,Sunday
2025-10-25 13:00:00,Worli,19.007,72.816,,58.73,19.04,"1,300",Clear,95.53,HIGHWAY,Saturday
2025-10-24 12:00:00,Navi Mumbai,19.033,73.0297,43.57,48.32,9.83,"1,323",Foggy ,101.97,residential,Friday
2025-10-28 05:00:00,Andheri,19.12,72.85,44.24,63.53,30.36,600,HUMID,165.6,Highway ,Tuesday
2025-10-27 06:00:00,Dadar,19.0176,72.8479,42.42,60.75,30.17,"2,242",foggy,158.57,main road,Monday
2025-10-29 16:00:00,Worli,19.007,72.816,45.83,59.24,22.64,612,Humid ,130.96, Residential,Wednesday
2025-10-29 04:00:00,Malad,19.18,72.84,,54.4,40.16,"1,328",CLEAR,, Residential,Wednesday
2025-10-24 17:00:00,Powai,19.1187,72.905,27.45,59.3,53.71,"2,940", Foggy,163.88,Residential ,Friday
2025-10-27 13:00:00,Andheri,19.12,72.85,47.74,54.99,13.18,"1,397",Cloudy,83.15,Residential,Monday
2025-10-29 08:00:00,Sion,19.04,72.86,13.96,50.2,72.19,"1,784", Rainy,110.37,Main Road ,Wednesday
2025-10-27 04:00:00,Navi Mumbai,19.033,73.0297,36.2,45.47,20.4,768,FOGGY,123.96,main road,Monday
2025-10-26 05:00:00,Malad,19.18,72.84,43.11,48.5,11.1,"1,095",Cloudy,,highway,Sunday
2025-10-24 09:00:00,Sion,19.04,72.86,13.93,61.45,77.32,, Rainy,171.36, Main Road,Friday
2025-10-26 22:00:00,Dadar,19.0176,72.8479,45.37,48.76,6.96,"2,232",Cloudy ,136.01,MAIN ROAD,Sunday
2025-10-26 03:00:00,Andheri,19.12,72.85,35.7,50.93,29.89,"2,050",Foggy,132.65,Residential ,Sunday
2025-10-25 11:00:00,Powai,19.1187,72.905,242.93384801382024,60.05,28.2,"1,852",Rainy,928.6456524651444,Main Road ,Saturday
2025-10-27 09:00:00,Borivali,19.23,72.86,14.84,58.55,74.65,"2,045", Rainy,143.81,Highway,Monday
2025-10-30 13:00:00,Borivali,19.23,72.86,31.8,45.75,30.48,"1,784",Humid ,108.38,HIGHWAY,Thursday
2025-10-29 13:00:00,Malad,19.18,72.84,,50.26,36.27,"1,942",RAINY,127.98,main road,Wednesday
2025-10-26 01:00:00,Bandra,19.06,72.83,52.73,59.75,11.75,"1,893",Clear,102.93,Highway ,Sunday
2025-10-26 02:00:00,Borivali,19.23,72.86,37.01,64.12,42.29,523, Humid,,Residential ,Sunday
2025-10-27 07:00:00,Borivali,19.23,72.86,,53.01,53.56,987,Clear,136.53,Main Road ,Monday
2025-10-28 07:00:00,Navi Mumbai,19.033,73.0297,13.54,64.72,79.09,"1,133", Foggy,187.96,highway,Tuesday
2025-10-29 15:00:00,Bandra,19.06,72.83,30.45,46.61,34.67,"1,069",Humid,163.23,Main Road ,Wednesday
2025-10-24 03:00:00,Powai,19.1187,72.905,39.02,53.52,27.09,"2,750",rainy,139.93,Highway ,Friday
2025-10-30 18:00:00,Andheri,19.12,72.85,22.12,45.78,51.68,"1,964", Cloudy,127.15,Highway,Thursday
2025-10-25 01:00:00,Worli,19.007,72.816,52.96,47.21,-12.19,844, Rainy,93.32,RESIDENTIAL,Saturday
2025-10-30 03:00:00,Dadar,19.0176,72.8479,53.67,47.45,-13.1,"2,723",Rainy ,54.27,HIGHWAY,Thursday
2025-10-28 15:00:00,Worli,19.007,72.816,195.9088096942839,51.21,8.94,"1,426",Clear,856.4325675272041,main road,Tuesday
2025-10-30 23:00:00,Powai,19.1187,72.905,39.08,63.69,38.63,"1,261",Humid ,101.0,Highway ,Thursday
2025-10-28 04:00:00,Sion,19.04,72.86,43.18,59.65,27.62,"1,806",Rainy,81.92,highway,Tuesday
2025-10-27 06:00:00,Bandra,19.06,72.83,51.6,63.43,18.65,"1,113",clear,156.9,Highway,Monday
2025-10-25 05:00:00,Sion,19.04,72.86,45.26,58.53,22.67,"1,495",Rainy ,90.8,residential,Saturday
2025-10-29 09:00:00,Andheri,19.12,72.85,226.58801701623017,53.77,61.57,"1,179",foggy,769.8458017918756,MAIN ROAD,Wednesday
2025-10-27 01:00:00,Bandra,19.06,72.83,33.58,60.28,44.29,"1,679", Rainy,147.62,main road,Monday
2025-10-26 21:00:00,Bandra,19.06,72.83,25.62,50.42,49.18,"2,614",Clear ,117.82,Main Road ,Sunday
2025-10-30 12:00:00,Navi Mumbai,19.033,73.0297,38.0,63.73,40.36,594,CLEAR,179.38,highway,Thursday
2025-10-26 20:00:00,Borivali,19.23,72.86,21.37,49.05,56.42,"1,149",rainy,,residential,Sunday
2025-10-25 19:00:00,Andheri,19.12,72.85,22.62,54.01,58.11,"1,321", Humid,126.65,Highway,Saturday
2025-10-27 14:00:00,Borivali,19.23,72.86,31.7,59.11,46.37,, Clear,175.28,residential,Monday
2025-10-26 22:00:00,Navi Mumbai,19.033,73.0297,41.5,56.8,26.94,"2,083",clear,145.82,Main Road ,Sunday
2025-10-24 17:00:00,Powai,19.1187,72.905,27.45,59.3,53.71,"2,940", Foggy,163.88, Residential,Friday
2025-10-30 00:00:00,Dadar,19.0176,72.8479,46.18,50.31,8.2,"2,269",Clear,84.73,Main Road,Thursday
2025-10-30 17:00:00,Navi Mumbai,19.033,73.0297,24.3,50.19,51.59,"2,500", Clear,124.5,Residential,Thursday
2025-10-24 18:00:00,Borivali,19.23,72.86,12.45,47.6,73.85,"1,338",FOGGY,164.64,Residential ,Friday
2025-10-25 09:00:00,Dadar,19.0176,72.8479,18.36,56.97,67.77,"2,988",CLOUDY,184.55,Highway,Saturday
2025-10-27 04:00:00,Bandra,19.06,72.83,36.28,49.82,27.17,"1,514",clear,, Residential,Monday
2025-10-30 06:00:00,Chembur,19.0625,72.9,36.77,50.84,27.68,"1,351",clear,94.66,Highway,Thursday
2025-10-24 04:00:00,Andheri,19.12,72.85,43.62,61.62,29.21,"1,469", Cloudy,164.98,highway,Friday
2025-10-27 06:00:00,Andheri,19.12,72.85,38.95,63.41,38.58,"2,600",Cloudy,134.11, Residential,Monday
2025-10-30 08:00:00,Chembur,19.0625,72.9,26.29,46.55,43.53,"2,716",CLOUDY,145.89,Highway,Thursday
2025-10-27 14:00:00,Sion,19.04,72.86,33.79,49.4,31.6,"1,410", Clear,115.09,highway,Monday
2025-10-25 23:00:00,Sion,19.04,72.86,48.32,49.54,2.46,,Humid,105.27, Main Road,Saturday
2025-10-30 01:00:00,Navi Mumbai,19.033,73.0297,52.63,56.7,7.17,"1,943",Humid,113.56,Residential ,Thursday
2025-10-26 20:00:00,Chembur,19.0625,72.9,21.77,60.6,64.08,"2,512",FOGGY,216.62,Main Road ,Sunday
2025-10-25 06:00:00,Bandra,19.06,72.83,50.13,53.72,6.69,"2,975",FOGGY,157.92,MAIN ROAD,Saturday
2025-10-28 11:00:00,Sion,19.04,72.86,,61.83,20.11,"1,733",Cloudy ,162.98,Residential ,Tuesday
2025-10-30 11:00:00,Andheri,19.12,72.85,44.26,64.99,31.9,945,CLOUDY,146.96,Highway ,Thursday
2025-10-28 18:00:00,Chembur,19.0625,72.9,23.27,54.43,57.24,"1,497",cloudy,109.28,main road,Tuesday
2025-10-27 00:00:00,Malad,19.18,72.84,31.31,61.23,48.86,"2,558",HUMID,188.66,HIGHWAY,Monday
2025-10-30 02:00:00,Malad,19.18,72.84,47.26,53.97,12.43,"2,994",CLOUDY,111.33, Main Road,Thursday
2025-10-24 16:00:00,Chembur,19.0625,72.9,33.02,56.26,41.3,,Clear,127.72,HIGHWAY,Friday
2025-10-28 03:00:00,Bandra,19.06,72.83,,51.13,6.76,"2,892",Cloudy ,122.3,Highway,Tuesday
2025-10-29 14:00:00,Borivali,19.23,72.86,33.81,45.87,26.28,"2,763",Foggy ,166.89, Highway,Wednesday
2025-10-28 16:00:00,Chembur,19.0625,72.9,,49.76,17.84,"2,752",clear,102.83, Highway,Tuesday
2025-10-29 21:00:00,Powai,19.1187,72.905,18.81,62.14,69.73,"1,864",Rainy,109.88,HIGHWAY,Wednesday
2025-10-26 22:00:00,Andheri,19.12,72.85,41.87,49.61,15.59,"2,888", Foggy,159.11,HIGHWAY,Sunday
2025-10-31 00:00:00,Bandra,19.06,72.83,,50.15,23.2,609, Clear,132.34,Main Road,Friday
2025-10-26 21:00:00,Navi Mumbai,19.033,73.0297,19.4,61.55,68.47,"2,734", Cloudy,190.11, Highway,Sunday
2025-10-30 15:00:00,Sion,19.04,72.86,54.92,56.14,2.17,"2,962", Foggy,173.0,residential,Thursday
2025-10-25 20:00:00,Powai,19.1187,72.905,26.51,48.54,45.39,726, Humid,99.38,MAIN ROAD,Saturday
2025-10-29 13:00:00,Borivali,19.23,72.86,,63.87,26.6,"1,011",RAINY,134.34,Residential ,Wednesday
2025-10-27_23:00:00,Borivali,19.23,72.86,35.55,57.3,37.96,"2,720", Clear,138.83,Main Road ,Monday
2025-10-27 14:00:00,Malad,19.18,72.84,41.04,48.29,15.02,584,Foggy ,167.98,HIGHWAY,Monday
2025-10-26 01:00:00,Malad,19.18,72.84,53.61,62.93,14.81,"2,536",Rainy ,64.8,main road,Sunday
2025-10-24 19:00:00,Worli,19.007,72.816,19.07,59.88,68.16,663, Rainy,147.92,main road,Friday
2025-10-29 11:00:00,Powai,19.1187,72.905,,47.15,16.75,713,CLEAR,134.18,main road,Wednesday
2025-10-25 08:00:00,Bandra,19.06,72.83,190.8981871379204,54.4,75.52,665,Foggy,678.643888280181,MAIN ROAD,Saturday
2025-10-28 13:00:00,Malad,19.18,72.84,53.93,61.87,12.83,"1,397",Clear ,109.52,Main Road,Tuesday
2025-10-26 22:00:00,Borivali,19.23,72.86,53.69,52.19,-2.86,"2,319",Cloudy ,,main road,Sunday
2025-10-28 10:00:00,Powai,19.1187,72.905,27.19,52.71,48.42,,Foggy ,120.61, Main Road,Tuesday
2025-10-25 16:00:00,Sion,19.04,72.86,44.25,57.39,22.89,"2,293",clear,156.93,Residential ,Saturday
2025-10-26 07:00:00,Navi Mumbai,19.033,73.0297,150.41723272239017,64.36,58.11,"1,022",Rainy,894.7197376073891, Highway,Sunday
2025-10-24 01:00:00,Powai,19.1187,72.905,45.86,56.38,18.66,"1,850",Clear,146.27,Main Road,Friday
2025-10-24 16:00:00,Andheri,19.12,72.85,30.12,64.92,53.61,"1,879",humid,104.69,Highway ,Friday
2025-10-30 15:00:00,Dadar,19.0176,72.8479,48.76,64.25,24.11,"2,618",Humid ,,highway,Thursday
2025-10-28 11:00:00,Navi Mumbai,19.033,73.0297,36.03,46.32,22.23,"2,630",Humid,134.27,Residential ,Tuesday
2025-10-26 21:00:00,Worli,19.007,72.816,27.52,52.93,48.01,"1,539",foggy,132.41,main road,Sunday
2025-10-25 20:00:00,Bandra,19.06,72.83,13.98,59.57,76.53,858,Humid ,167.86,Highway ,Saturday
2025-10-26 08:00:00,Dadar,19.0176,72.8479,18.54,47.32,60.81,759,Clear ,176.97,highway,Sunday
2025-10-27 16:00:00,Dadar,19.0176,72.8479,51.75,55.15,6.17,"2,266",Clear ,134.18, Highway,Monday
2025-10-28 05:00:00,Navi Mumbai,19.033,73.0297,43.93,59.54,26.22,949, Rainy,118.4,Residential ,Tuesday
2025-10-25 03:00:00,Andheri,19.12,72.85,54.86,56.0,2.03,"1,402",CLEAR,62.64,Residential ,Saturday
2025-10-29 18:00:00,Chembur,19.0625,72.9,17.1,52.58,67.48,"1,808", Clear,162.66,Main Road,Wednesday
2025-10-25 17:00:00,Andheri,19.12,72.85,24.07,52.06,53.77,"2,460",Rainy,101.24,Main Road ,Saturday
2025-10-26 11:00:00,Bandra,19.06,72.83,,47.48,8.17,"2,208",Cloudy,70.01,residential,Sunday
2025-10-24 19:00:00,Malad,19.18,72.84,15.85,51.8,69.4,"1,272",clear,,Main Road ,Friday
2025-10-29 20:00:00,Powai,19.1187,72.905,13.73,63.27,78.29,,foggy,226.75,residential,Wednesday
2025-10-29 00:00:00,Andheri,19.12,72.85,233.07013924377748,63.06,15.89,"1,887",HUMID,871.6367386467484,Residential ,Wednesday
2025-10-28 05:00:00,Powai,19.1187,72.905,50.67,58.17,12.9,"2,077", Foggy,175.42,RESIDENTIAL,Tuesday
2025-10-30 23:00:00,Powai,19.1187,72.905,39.08,63.69,38.63,"1,261",humid,101.0,Highway,Thursday
2025-10-27 22:00:00,Borivali,19.23,72.86,54.23,64.7,16.18,"1,710",rainy,116.71,Main Road,Monday
2025-10-30 15:00:00,Navi Mumbai,19.033,73.0297,54.29,58.09,6.53,,Cloudy ,125.23,Main Road ,Thursday
2025-10-27 01:00:00,Chembur,19.0625,72.9,30.03,58.39,48.57,"2,774", Clear,181.24,Main Road,Monday
2025-10-29 08:00:00,Borivali,19.23,72.86,23.99,51.64,53.55,, Clear,115.19,Main Road,Wednesday
2025-10-29 03:00:00,Bandra,19.06,72.83,51.22,59.03,13.23,"1,560", Clear,141.95,Residential,Wednesday
2025-10-28 04:00:00,Malad,19.18,72.84,36.74,50.18,26.78,"1,438",HUMID,167.95,MAIN ROAD,Tuesday
2025-10-25 07:00:00,Chembur,19.0625,72.9,12.35,61.77,80.01,"2,675",Cloudy,209.28,residential,Saturday
2025-10-25 04:00:00,Dadar,19.0176,72.8479,240.9580401267974,52.66,-3.1,"1,905",Clear ,908.46912298696,MAIN ROAD,Saturday
2025-10-27 12:00:00,Worli,19.007,72.816,32.24,49.67,35.1,"1,868",CLEAR,151.43,main road,Monday
2025-10-29 02:00:00,Powai,19.1187,72.905,51.67,50.26,-2.8,"1,869",rainy,69.55,Highway ,Wednesday
2025-10-27 13:00:00,Borivali,19.23,72.86,,56.58,6.65,"2,659", Clear,88.09,Highway,Monday
2025-10-27 00:00:00,Malad,19.18,72.84,31.31,61.23,48.86,"2,558",Humid,188.66,Highway ,Monday
2025-10-30 08:00:00,Malad,19.18,72.84,22.12,48.65,54.54,"1,556", Rainy,118.36,Residential,Thursday
2025-10-29 04:00:00,Dadar,19.0176,72.8479,40.42,53.86,24.95,"2,660",Humid,124.68,residential,Wednesday
2025-10-24 18:00:00,Malad,19.18,72.84,,53.07,64.23,"1,720",Humid ,161.94,HIGHWAY,Friday
2025-10-27 00:00:00,Borivali,19.23,72.86,37.9,50.8,25.41,"1,733",Clear,128.28,MAIN ROAD,Monday
2025-10-24 04:00:00,Dadar,19.0176,72.8479,41.91,59.9,30.03,"2,631",CLEAR,89.79, Residential,Friday
